70,15
30,60
30,50
20,50
20,50
35,15
35,15
35,15
35,15
25,25
30,10
15,40
10,50
25,20
10,50
20,20
0,60
20,20
20,20
20,20
20,20
20,20
20,20
5,50
20,15
20,15
15,25
20,10
10,30
20,10
15,20
15,20
25,0
20,10
5,35
15,15
20,5
10,25
10,25
20,5
5,30
5,30
15,10
15,10
15,10
15,10
10,20
10,20
15,10
15,10
15,10
10,15
10,15
10,15
15,5
10,15
10,15
10,15
10,15
10,15
5,25
5,25
5,25
5,25
10,10
15,0
10,10
10,10
5,20
5,20
10,10
5,20
5,15
5,15
5,15
5,15
5,15
5,15
0,25
0,25
10,5
5,15
5,15
10,5
5,15
0,20
0,20
10,0
5,10
5,10
10,0
10,0
5,10
5,10
10,0
10,0
10,0
5,5
0,15
0,15
0,15
5,5
5,5
5,5
0,15
5,5
5,5
5,5
5,5
0,15
0,15
5,5
5,5
0,10
5,0
5,0
0,10
5,0
5,0
5,0
5,0
0,10
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
